movieId|title|genre|overview|poster_path|imdbId
1746|Senseless|Comedy|A student gets his senses enhanced by an experimental drug. But abuse is not an option.|/2htbRUggkXqaWFsYiK4bavgjGgw.jpg|tt0120820
1747|Wag the Dog|Comedy|During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.|/ziqhMmj0Flz5AGCsSq2ZVoXhb4z.jpg|tt0120885
1748|Dark City|Mystery|A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.|/AdBe2ow8hdlT2aLBYuUjs0Xkqkw.jpg|tt0118929
1752|Hard Rain|Thriller|"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics."|/hhG5ppaEQIV83GbUVfPlBMDFvVu.jpg|tt0120696
1753|Half Baked|Comedy|Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.|/e3YZsfi4CEp8AFwSsPhrjmfPtI5.jpg|tt0120693
1754|Fallen|Crime|Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution the killings start again, and they are very similar to Reese's style.|/aLQ23QLGqMVSv2lnPxUSlTixNuZ.jpg|tt0119099
1755|Shooting Fish|Crime|Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam.|/mGmKLFKD5FREXqIpxntNQic61vZ.jpg|tt0120122
1757|Fallen Angels|Drama|In this bifurcated crime narrative, a disillusioned hitman attempts to escape from his violent lifestyle against the wishes of his partner, who is infatuated with him, and an eccentric mute repeatedly encounters, then subsequently falls for a depressed woman looking for the prostitute who supposedly stole her ex-boyfriend's affections.|/cxPPU41kVizuyqoDE58som2RRzR.jpg|tt0112913
1759|Four Days in September|Thriller|Fernando, a journalist, and his friend César join terrorist group MR8 in order to fight Brazilian dictatorial regime during the late sixties. Cesare, however, is wounded and captured during a bank hold up. Fernando then decides to kidnap the American ambassador in Brazil and ask for the release of fifteen political prisoners in exchange for his life.|/qDHde9CScDykVYfwaLCvNRqAZlU.jpg|tt0119815
1760|Spiceworld: The Movie|Adventure|"Zany adventure that follows The Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah,  and filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"")."|/yWK6Wz8kHPlBcWW9BzZm2Dm0cOl.jpg|tt0120185
1762|Deep Rising|Adventure|A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.|/fCRNZE9HVeMT7T7A5aU3DLxANCX.jpg|tt0118956
1767|Music from Another Room|Comedy|Music From Another Room is a romantic comedy that follows the exploits of Danny, a young man who grew up believing he was destined to marry the girl he helped deliver as a five year old boy when his neighbor went into emergency labor. Twenty-five years later, Danny returns to his hometown and finds the irresistible Anna Swann but she finds it easy to resist him since she is already engaged to dreamboat Eric, a very practical match. In pursuit of Anna, Danny finds himself entangled with each of the eccentric Swanns including blind, sheltered Nina, cynical sister Karen, big brother Bill and dramatic mother Grace as he fights to prove that fate should never be messed with and passion should never be practical.|/zamhRB4bKVeRUW568lVSFeEbqVg.jpg|tt0119734
1769|The Replacement Killers|Action|Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.|/1BggnUTGEIZzaxSJQxBTRSJwYtC.jpg|tt0120008
1770|B. Monkey|Romance|"When wistful introvert Alan Furnace meets quick-witted bombshell Beatrice, he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville -- and a dark past that seems to haunt her every step."|/otmQaIopXD9moAbqiJy5vz5oy8c.jpg|tt0120594
1771|The Night Flier|Mystery|"Two investigative reporters for a tabloid magazine track down across country ""The Night Flier"", a serial killer who travels by private plane stalking victims in rural airports. One of the reporters, Richard Dees, begins to suspect that ""the Night Flier could perhaps be a vampire"""|/fZ0qPkoSILDhZBrnAc8E3bCkr4b.jpg|tt0119784
1772|Blues Brothers 2000|Music|"Elwood, the now lone ""Blues Brother"" finally released from prison, is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Once again hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops, led by Cabel the Curtis' son"|/5xy6tG5CiGdp2mVHZoQMUMTNJ1g.jpg|tt0118747
1777|The Wedding Singer|Romance|Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.|/zVvyTrcZQb7kC2DPDzyo25WcxXp.jpg|tt0120888
1779|Sphere|Science Fiction|The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft. They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.|/hPTq8pLcjg4w9sKaekBJVyTchUu.jpg|tt0120184
1783|Palmetto|Mystery|A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.|/h9W7Zp0x6G522swrf1zltOQhR9V.jpg|tt0120782
1784|As Good as It Gets|Comedy|New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.|/e4DQl8UobpJ0DqTEmQInbWH174A.jpg|tt0119822
1785|King of New York|Thriller|A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.|/yxz2WCtYM3xmiztnpVDgG82yJ2h.jpg|tt0099939
1791|Twilight|Crime|A retired ex-cop and private detective gets mixed up in murder when he is asked to deliver blackmail money and walks into a 20 year old case involving the mysterious disappearance of an actress' former husband.|/uY0CRdnGEmjNxQOhVIAaTB76zBw.jpg|tt0119594
1792|U.S. Marshals|Thriller|U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.|/5ST0BydDSXtW5AtfDDhTVS13pTt.jpg|tt0120873
1793|Welcome to Woop Woop|Music|A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.|/2ek9pyqNFQbtwtXptRZxsIGkOuN.jpg|tt0120491
1794|Love and Death on Long Island|Drama|Giles De'Ath is a widower who doesn't like anything modern. He goes to movies and falls in love with film star, Ronnie Bostock. He then investigates everything about the movie and Ronnie. After that he travels to Long Island city where Ronnie lives and meets him, pretending that Ronnie is a great actor and that's why Giles admires him.|/7oh4Ldei770IBXDYi6v3Z0qTK0j.jpg|tt0119574
1797|Everest|Adventure|An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.|/lUsTxOMn9xYS9Lt6rV5E7ezgAl3.jpg|tt0120661
1798|Hush|Drama|Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.|/hpVK3rG2WJSp47ybrclZV1CVz7L.jpg|tt0118744
1799|Suicide Kings|Action|Charlie, a former mobster, is abducted by five privileged young men desperate to raise a $2 million ransom to save the sister of a friend. As Charlie plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.|/rQ2Sidqubi7XiHDScFe1faIz3Uv.jpg|tt0120241
1801|The Man in the Iron Mask|Action|Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.|/tSLWIX3NzqFPWNMNX7FfeExHCRk.jpg|tt0120744
1804|The Newton Boys|Crime|Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history.|/dyDO45OuOOKtOttUcAb6D3MgU5.jpg|tt0120769
1805|Wild Things|Mystery|When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...|/NQgGPlw05qHxLaBnqlPBiAZNzE.jpg|tt0120890
1806|Paulie|Comedy|Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives|/aiW8TWjIuFveTcA5BCU7KMjPaaW.jpg|tt0125454
1807|A Cool, Dry Place|Drama|A single father balances his work as an attorney with the care of his five year old son and his work as a high school basketball coach in rural Kansas, where he moved after his wife abandoned him in Chicago. Just as he starts to develop a new relationship with a veterinarian's assistant, his ex-wife suddenly reappears and wants to re-assert herself in her husband and son's life. On top of the romantic conflict, he is also suddenly presented with the opportunity of a lifetime to join a major firm in Dallas.|/c1pyoTbc3xkLTIhPnj153CVUsRn.jpg|tt0120642
1809|Fireworks|Crime|A police officer leaves the force in the face of harrowing personal and professional difficulties. Spiraling into a depression, he makes questionable decisions.|/8rEfuvkzDHfOrsZDxRsKWIw4Bnd.jpg|tt0119250
1810|Primary Colors|Drama|In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.|/3SgfKANGdMPWVDyhzflzeWsag5P.jpg|tt0119942
1812|Wide Awake|Comedy|The tale of a ten-year-old boy in a Catholic school who, following the death of his beloved grandfather, embarks on a quest to discover the meaning of life.|/xnqLUL2l71KVSaqiz9fbFpXtEFe.jpg|tt0120510
1816|Two Girls and a Guy|Drama|Two women confront their boyfriend, a two-timing actor who professed eternal love to each.|/AqJVMRmSKyaeXUbR3uYLC30y2Ds.jpg|tt0124179
1821|The Object of My Affection|Comedy|A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.|/rbNPwpybprHtFipEg8a04wXdWJ3.jpg|tt0120772
1824|Homegrown|Drama|Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.|/feQeYHriKLCjzkUEjg4D81ggyYs.jpg|tt0119305
1825|The Players Club|Comedy|Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.|/kuvOB2bcGTqLEw0Y3F0OhhHjRCI.jpg|tt0119905
1826|Barney's Great Adventure|Family|Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and kids start their chase for it|/tSadXiI88soRyS4mcSr7PsKWaqN.jpg|tt0120598
1827|The Big One|Documentary|The Big One is an investigative documentary from director Michael Moore who goes around the country asking why big American corporations produce their product abroad where labor is cheaper while so many Americans are unemployed, losing their jobs, and would happily be hired by such companies as Nike.|/jodI8ifzMO2IvuE0oBnqLZ2LCgF.jpg|tt0124295
1829|Chinese Box|Drama|The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.|/uhBgCcj0rnqUevY4pRtIEbixhPf.jpg|tt0118851
1831|Lost in Space|Adventure|The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.|/4miEpZmUOMqV8P0T6oq5HVBiVHw.jpg|tt0120738
1833|Mercury Rising|Action|"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code."|/fHzGz7agPCsLalL05xrwHbJmcvW.jpg|tt0120749
1834|The Spanish Prisoner|Crime|An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.  Can he trust the FBI?  Can he trust his girl?  There's no telling; he's just become the victim of the oldest con game in the book: the 'Spanish Prisoner'!|/cwkWlWfFrvH6WW6ovX5gfGHo7ks.jpg|tt0120176
1835|City of Angels|Drama|When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.|/bgpV6n99IQgmlHvEMWNm4Lp5kp8.jpg|tt0120632
1836|The Last Days of Disco|Comedy|Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.|/rte0UuuvXxmBwlK1KJLFd3Va8JZ.jpg|tt0120728
1837|The Odd Couple II|Adventure|30 years after the first film, Oscar and Felix embark on a road trip together, to attend the wedding of Oscar's son to Felix's daughter.|/m3alULX1B311gq1yBGtocY1zcPX.jpg|tt0120773
1839|My Giant|Comedy|Billy Crystal plays a Hollywood agent who stumbles upon Max, a giant living in Romania, and tries to get him into the movies.|/49ylsG7JJFjNRlKTOdMQTgcI7om.jpg|tt0120765
1840|He Got Game|Drama|A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.|/kd8hRaysUQOz7AvSorZDJHuihcJ.jpg|tt0124718
1841|The Gingerbread Man|Thriller|Savannah lawyer Rick Magruder is at a party celebrating his courtroom victory defending a cop killer when a member of the catering staff, Mallory Doss, discovers her car has been stolen. Having had a few drinks, Magruder offers to give her a lift home, a decision that turns into a one night stand. Rick soon learns that her nut-case father, Dixon, seems to have begun threatening her again. Rick puts the force of his law firm behind Mallory, who he barely knows, has Dixon picked up by the police, and subpoenas the girl's belligerent ex-husband, Pete, to testify against the old man. Dixon is put away in an asylum. However, he soon escapes, putting the lives of everyone who conspired against him in jeopardy.|/p0Km6XLxh8VfZTFHc31WfyUGXlI.jpg|tt0119196
1844|Live Flesh|Drama|A scorned ex-convict forces himself into the lives of the couple who put him behind bars.|/7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg|tt0118819
1845|Zero Effect|Comedy|Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.|/9BRjcgUOveDvVqulyY8TGDbXiu2.jpg|tt0120906
1848|The Borrowers|Adventure|"The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world."|/gWebyRvPFChtDBk14QJ7HFv4APo.jpg|tt0118755
1855|Krippendorf's Tribe|Comedy|After squandering his grant money, despondent and recently widowed anthropologist James Krippendorf must produce hard evidence of the existence of a heretofore undiscovered New Guinea tribe. Grass skirts, makeup, and staged rituals transform his three troubled children into the Shelmikedmu, a primitive culture whose habits enthrall scholars. But when a spiteful rival threatens to blow the whistle on Krippendorf's ruse, he gets into the act as well.|/mlvugM1c8tQOwyUIpKnq77eIKa3.jpg|tt0120725
1856|Kurt & Courtney|Documentary|After rocker Kurt Cobain's death, ruled a suicide, a film crew arrives in Seattle to make a documentary. Director Nick Broomfield talks to lots of people. Portraits emerge: a shy, slight Kurt, weary of touring, embarrassed by fame, hooked on heroin; an out-going Courtney, dramatic, controlling, moving from groupie to star.|/m60KpD60vXOXjJXRjb4veX88Y8q.jpg|tt0138563
1857|The Real Blonde|Comedy|An aspiring actor and his girlfriend handle life's frustrations, while his friend seeks fulfillment with a blonde.|/kJucBNGwwTT4n4pSHU1b44nyju4.jpg|tt0119987
1858|Mr. Nice Guy|Crime|A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.|/op6t44EaxvU6qKnzdZEA90QItuD.jpg|tt0117786
1859|Taste of Cherry|Drama|A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.|/u6GYH4HyR0BVwpqFuTOc2g4KB1L.jpg|tt0120265
1860|Character|History|J.W. Katadreuffe is the son of Joba Katadreuffe and A.B. Drevenhaven. Though fully neglected by Joba, Dreverhaven ensures the succesfull career of his son. Mostly unseen, though he sues his son a few times. The son Katadreuffe succeeds, but at great costs.|/h0H6LkWPYuWv3X7OQ01xKQu5dzy.jpg|tt0119448
1862|Species II|Science Fiction|Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.|/8LSBi0bHACZtIiVErUBQ2UXNYLA.jpg|tt0120841
1863|Major League: Back to the Minors|Comedy|At the behest of Roger Dorn -- the Minnesota Twins' silver-tongued new owner -- washed-up minor league hurler Gus Cantrell steps up to the plate to take over as skipper of the club's hapless farm team. But little does he know that Dorn has an ulterior motive to generate publicity with a grudge match between the big leaguers and their ragtag Triple A affiliate.|/bV0Dpx5zAy2TbOzOFSCEBSGcakJ.jpg|tt0120742
1866|The Big Hit|Action|Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.|/7b1JP2WE0UrVAy34U7X4UngWtBi.jpg|tt0120609
1867|Tarzan and the Lost City|Action|Tarzan returns to his homeland of Africa to save his home from destruction.|/jJ0iH6nNT9EZK9yrD3AFZ2PKc0U.jpg|tt0120856
1870|Dancer, Texas Pop. 81|Comedy|"Four guys, best friends, have grown up together in DANCER, TEXAS POP. 81, a tiny town in West Texas. Years ago, they made a solemn vow to leave town together as soon as they graduate. Now, it's that weekend and the time has come to ""put up or shut up."" The clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home."|/khV9zPcvgOjrqwlk3dI1lGojZib.jpg|tt0118925
1873|Les Misérables|Crime|Jean Valjean, a Frenchman imprisoned for stealing bread, must flee a police officer named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.|/zyPZSyRWQGXe0usHOaYR2hyAA0S.jpg|tt0119683
1875|Clockwatchers|Comedy|The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.|/dUCeH8FIsDOpjXQhOFIbP5DARQD.jpg|tt0118866
1876|Deep Impact|Action|A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.|/a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg|tt0120647
1881|Quest for Camelot|Fantasy|During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him.|/A9KDNQPKWezS1eV6u398fKnFZ9p.jpg|tt0120800
1882|Godzilla|Science Fiction|When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.|/6dbZtIsWeV92jNeILyDOgWzaIvo.jpg|tt0120685
1883|Bulworth|Comedy|A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.|/aVZLgPn9LvkAkIQq0QhOcgetsgv.jpg|tt0118798
1884|Fear and Loathing in Las Vegas|Adventure|Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.|/dXeLsoRylSmRdJrTTByVDSqBqqj.jpg|tt0120669
1885|The Opposite of Sex|Comedy|A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.|/xpILzxKHywYngftBC8AmvsqUfBj.jpg|tt0120777
1887|Almost Heroes|Adventure|Two hapless explorers lead an ill-fated 1804 expedition through the Pacific Northwest in a hopeless, doomed effort to reach the Pacific Ocean before Lewis and Clark.|/qO1cfr4UxcwQ858Nxp470QNS3v8.jpg|tt0119053
1888|Hope Floats|Drama|Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.|/6PRFM09xjGSWpXObW87CT5JELGJ.jpg|tt0119313
1889|Insomnia|Crime|Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity.|/k0inzQmt7kATmAGns0wdfjiFxSu.jpg|tt0119375
1891|The Ugly|Horror|A female psychologist wants to understand the minds of a confessed serial killer who spent the last five years in a mental hospital because of his state.|/3PkQcRmmVJc5zTMILtZzSQlW7ey.jpg|tt0120401
1892|A Perfect Murder|Crime|Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.|/k1u1hRYRBADsqpPpwdDJgVUtaf4.jpg|tt0120787
1893|Beyond Silence|Drama|Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.|/bfNOcXDcwzKOlJoTtQM4lsEVxS1.jpg|tt0116692
1894|Six Days Seven Nights|Action|When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.|/yzlL5utPlAz3GmxX53KlsV0AISl.jpg|tt0120828
1895|Can't Hardly Wait|Comedy|It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.|/zu0ZxKgMXdPLpV75LHjRmJI5dFn.jpg|tt0127723
1897|High Art|Drama|A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.|/qTg05RNJIvb9w4Z7XIcAZxuZmTn.jpg|tt0139362
1900|Children of Heaven|Drama|Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...|/jWqh1CJWAEcxckMRrf6ARhIEh0R.jpg|tt0118849
1902|Dream for an Insomniac|Romance|A girl with insomnia who works in a coffee house has impossibly high standards for her love and fears she will never meet a worthy man. Then in walks a new employee and they click - until she discovers he has a girlfriend. Undaunted, she moves to L.A. with a friend sure that he will dump the girlfriend and follow her. She puts all her faith in fate and hopes for the best.|/1hGRcEPnpmgAmfLObym3olCk6tM.jpg|tt0116141
1904|Henry Fool|Comedy|An egocentric bum transforms the lives of a shy New Jersey garbageman and his sister.|/1Uun13GJi5U0gs303e7BnER6SpG.jpg|tt0122529
1906|Mr. Jealousy|Comedy|After his first date at age 15 ended with the girl making out with another man at a party, aspiring writer Lester Grimm has treated all his girlfriends with jealousy and suspicion. While dating Ramona Ray, paranoia gets the best of him when he discovers that her most recent ex is successful novelist Dashiell Frank. Lester begins attending the same group therapy sessions as Dashiell to learn about Ramona's past with him.|/vxc7CBkX7MyWS6dsTZ4e4f1KYRv.jpg|tt0119717
1907|Mulan|Animation|A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.|/xCVcnQ2fm77vm7vFjTcrWGjz1Wb.jpg|tt0120762
1909|The X Files|Mystery|Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.|/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg|tt0120902
1910|I Went Down|Action|Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who sends Git to Cork with another debtor, Bunny Kelly, to find a guy named Frank Grogan, and take him to a man with a friendly face at a shack across a bog. It's a tougher assignment than it seems: Git's a novice, Bunny's prone to rash acts, Frank doesn't want to be found (and once he's found, he has no money), and maybe Tom's planning to murder Frank, which puts Git in a moral dilemma. Then, there's the long-ago disappearance of Sonny Mulligan. What's a decent and stand-up lad to do?|/qPQEDoyLhLmLXXGBcK21qBj3rpW.jpg|tt0126344
1911|Doctor Dolittle|Comedy|A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!|/oz3kqqSTGyIz7osE1ietzr47Hks.jpg|tt0118998
